payment_id,ride_id,amount,payment_date
P000735,R004154,7.66,2025-12-02
P000736,R007496,9.72,2025-06-01
P000737,R025418,22.29,2025-10-02
P000738,R008942,30.93,2025-06-28
P000739,R025553,17.7,2025-08-29
P000740,R009573,17.64,2026-02-24
P000741,R009179,42.91,2024-10-16
P000742,R008490,19.01,2026-06-12
P000743,R024042,36.56,2024-09-08
P000744,R022022,19.77,2025-07-19
P000745,R002421,11.82,2025-03-06
P000746,R005162,9.95,2024-09-08
P000747,R019226,30.39,2024-05-22
P000748,R019335,26.37,2025-08-28
P000749,R028104,32.04,2026-04-11
P000750,R026270,32.39,2025-11-05
P000751,R002108,38.17,2026-01-26
P000752,R020355,29.54,2024-06-11
P000753,R020626,5.32,2025-12-10
P000754,R018088,7.4,2025-08-02
P000755,R003390,11.41,2024-12-09
P000756,R012473,14.31,2025-03-16
P000757,R012741,15.4,2026-04-18
P000758,R029345,30.09,2025-01-21
P000759,R024772,30.88,2024-05-01
P000760,R029052,17.82,2025-05-03
P000761,R001963,7.55,2025-03-30
P000762,R013991,20.45,2025-01-17
P000763,R021933,36.39,2025-12-25
P000764,R009896,40.95,2026-04-04
P000765,R030233,18.06,2025-06-12
P000766,R024019,28.57,2025-09-15
P000767,R015809,6.75,2024-10-14
P000768,R023343,28.56,2024-02-25
P000769,R008630,9.31,2025-11-15
P000770,R017162,40.25,2025-01-19
P000771,R015016,14.63,2025-01-25
P000772,R011939,14.73,2025-11-19
P000773,R013089,16.02,2025-10-30
P000774,R016057,13.9,2025-12-12
P000775,R008442,26.16,2025-05-05
P000776,R018016,12.61,2026-04-19
P000777,R001951,27.49,2024-11-24
P000778,R020794,13.56,2024-10-12
P000779,R015985,41.39,2024-09-03
P000780,R005207,47.17,2025-06-15
P000781,R027962,44.09,2025-07-06
P000782,R024948,12.73,2026-02-17
P000783,R006001,7.47,2024-09-03
P000784,R014629,11.51,2025-12-21
P000785,R017673,28.44,2024-08-16
P000786,R004591,20.84,2025-09-05
P000787,R023213,20.83,2025-05-20
P000788,R011880,6.51,2024-09-11
P000789,R011880,6.51,2024-09-11
P000790,R001822,6.64,2024-12-14
P000791,R019491,6.61,2025-12-19
P000792,R003327,18.38,2025-11-30
P000793,R027078,30.18,2026-05-17
P000794,R026657,7.81,2025-02-14
P000795,R012194,27.34,2026-05-20
P000796,R016326,39.29,2025-12-17
P000797,R014418,23.4,2026-04-29
P000798,R028469,24.4,2025-03-02
P000799,R029408,20.67,2026-05-25
P000800,R026656,40.61,2026-04-14
P000801,R016044,40.22,2025-09-30
P000802,R022155,25.77,2026-05-08
P000803,R008117,10.21,2025-12-25
P000804,R012763,23.48,2024-03-22
P000805,R020744,33.52,2026-01-19
P000806,R027609,13.98,2025-04-29
P000807,R002930,21.37,2026-02-07
P000808,R024277,7.53,2026-05-12
P000809,R000520,29.74,2025-03-12
P000810,R029562,35.1,2025-09-03
P000811,R006917,30.74,2024-10-12
P000812,R005978,29.19,2024-02-21
P000813,R029668,8.71,2025-05-26
P000814,R009900,14.54,2025-12-22
P000815,R017891,41.98,2025-09-17
P000816,R020948,28.21,2025-10-14
P000817,R020735,13.55,2025-11-14
P000818,R004142,19.41,2025-04-02
P000819,R027059,15.23,2026-01-06
P000820,R014483,5.56,2024-10-22
P000821,R002457,5.97,2025-07-20
P000822,R015531,40.94,2025-05-14
P000823,R021622,38.31,2025-12-12
P000824,R008406,22.66,2024-11-21
P000825,R004406,43.39,2025-06-24
P000826,R017262,6.58,2026-01-18
P000827,R028939,10.64,2026-05-28
P000828,R017188,39.34,2024-08-08
P000829,R022175,26.34,2025-01-06
P000830,R025204,30.69,2026-02-02
P000831,R018516,24.61,2025-08-29
P000832,R016901,6.73,2024-04-28
P000833,R024383,16.17,2025-12-11
P000834,R000356,19.27,2025-04-16
P000835,R025425,27.64,2025-12-01
P000836,R001796,7.42,2025-11-13
P000837,R029772,21.8,2026-05-03
P000838,R001150,5.23,2025-10-24
P000839,R008403,24.4,2024-08-07
P000840,R027198,34.92,2025-02-24
P000841,R024603,28.75,2025-02-04
P000842,R023727,16.18,2025-01-10
P000843,R013966,14.71,2025-07-30
P000844,R010535,12.45,2025-02-06
P000845,R001478,40.95,2024-12-18
P000846,R021030,32.04,2025-06-16
P000847,R026303,37.12,2025-04-19
P000848,R010968,47.33,2025-01-04
P000849,R019759,16.33,2026-05-16
P000850,R001394,39.85,2026-01-06
P000851,R016799,35.46,2024-08-02
P000852,R029817,5.99,2025-10-06
P000853,R017493,13.86,2024-12-14
P000854,R001077,18.83,2025-07-26
P000855,R008526,23.58,2024-07-03
P000856,R003088,19.73,2026-03-08
P000857,R022289,7.7,2025-12-23
P000858,R001090,36.64,2026-04-03
P000859,R020163,15.11,2024-05-30
P000860,R007697,10.3,2025-12-24
P000861,R021362,19.58,2026-05-09
P000862,R002749,28.22,2025-01-10
P000863,R024112,22.91,2026-06-29
P000864,R015961,36.85,2025-06-27
P000865,R014501,25.86,2026-03-04
P000866,R017033,18.51,2025-02-21
P000867,R001808,5.06,2025-09-22
P000868,R026411,16.94,2025-08-15
P000869,R000341,21.08,2024-08-21
P000870,R021237,16.8,2025-08-20
P000871,R002963,35.47,2025-06-04
P000872,R003745,7.63,2025-10-12
P000873,R024473,35.29,2025-10-17
P000874,R018392,31.38,2026-04-02
P000875,R021808,17.16,2025-12-12
P000876,R014586,37.64,2026-04-24
P000877,R010772,15.28,2025-05-15
P000878,R015588,27.44,2025-07-07
P000879,R022830,13.29,2025-09-22
P000880,R012075,28.66,2025-01-28
P000881,R027771,28.85,2025-11-01
P000882,R000870,29.75,2025-02-23
P000883,R018229,6.54,2024-10-13
P000884,R015630,36.09,2025-08-11
P000885,R022346,5.94,2026-01-06
P000886,R027235,35.57,2026-05-26
P000887,R003305,36.54,2025-10-07
P000888,R024933,33.88,2025-05-17
P000889,R026142,27.84,2024-08-23
P000890,R007542,6.83,2025-11-29
P000891,R008977,13.71,2025-02-16
P000892,R010222,38.07,2026-01-01
P000893,R027979,31.88,2026-01-29
P000894,R010466,38.54,2025-06-24
P000895,R011243,31.35,2026-02-14
P000896,R024844,32.85,2024-11-01
P000897,R020425,13.53,2025-12-15
P000898,R007587,19.8,2025-08-04
P000899,R007140,34.82,2025-03-12
P000900,R025355,16.41,2025-12-17
P000901,R001136,23.91,2025-10-31
P000902,R018189,29.68,2026-05-02
P000903,R019166,10.08,2026-03-08
P000904,R007884,11.6,2025-08-01
P000905,R020914,24.81,2024-10-24
P000906,R014492,19.75,2024-04-19
P000907,R021591,15.36,2026-03-28
P000908,R011823,39.49,2025-08-08
P000909,R015926,39.78,2025-06-11
P000910,R012387,8.57,2025-05-30
P000911,R024053,36.13,2025-07-29
P000912,R029579,16.63,2026-04-12
P000913,R029698,13.86,2025-05-04
P000914,R001296,36.7,2025-01-29
P000915,R014834,6.96,2025-07-09
P000916,R009222,7.23,2024-08-15
P000917,R016164,23.52,2025-02-03
P000918,R004545,28.93,2024-12-24
P000919,R026138,13.71,2026-04-18
P000920,R010752,32.93,2026-02-25
P000921,R007540,28.54,2025-07-04
P000922,R023115,20.51,2025-07-27
P000923,R000768,37.25,2025-03-30
P000924,R017985,39.08,2026-03-15
P000925,R013417,22.1,2024-06-11
P000926,R000366,27.39,2025-12-30
P000927,R000189,38.12,2025-08-16
P000928,R019327,13.83,2026-03-15
P000929,R018178,30.79,2026-03-15
P000930,R028492,7.21,2025-02-27
P000931,R019885,20.15,2024-09-25
P000932,R014609,16.18,2025-04-08
P000933,R022883,19.12,2024-09-22
P000934,R009574,29.08,2026-05-03
P000935,R014551,20.72,2025-08-23
P000936,R021755,10.11,2025-02-24
P000937,R021755,10.11,2025-02-24
P000938,R028708,6.63,2025-12-26
P000939,R010916,5.78,2024-07-19
P000940,R024298,8.67,2024-09-23
P000941,R024584,33.85,2025-04-22
P000942,R011408,7.36,2025-03-21
P000943,R018352,16.19,2025-06-28
P000944,R000269,36.34,2025-04-02
P000945,R015250,16.56,2025-04-01
P000946,R022824,9.19,2025-05-31
P000947,R009377,28.68,2025-11-05
P000948,R007269,12.69,2025-01-08
P000949,R028163,25.86,2024-08-16
P000950,R006877,10.41,2025-03-19
P000951,R016184,33.23,2025-08-09
P000952,R017749,29.48,2026-02-20
P000953,R020087,28.8,2025-06-28
P000954,R028127,27.98,2026-05-29
P000955,R028337,26.11,2025-09-26
P000956,R000434,46.8,2025-03-19
P000957,R024330,33.3,2026-04-01
P000958,R022778,29.61,2025-09-27
P000959,R001390,13.42,2024-07-09
P000960,R007498,27.1,2026-03-21
P000961,R011286,29.7,2025-06-30
P000962,R011286,29.7,2025-06-30
P000963,R012953,20.61,2026-01-22
P000964,R002109,29.32,2024-11-14
P000965,R016379,23.12,2025-03-21
P000966,R020687,19.84,2025-11-24
P000967,R015954,36.65,2025-06-06
P000968,R004976,28.04,2026-04-19
P000969,R006623,9.74,2025-09-30
P000970,R020605,37.01,2026-05-19
P000971,R004161,11.1,2024-05-10
P000972,R013187,36.26,2025-01-14
P000973,R020565,12.36,2025-12-18
P000974,R015225,19.5,2025-04-09
P000975,R019548,25.9,2024-10-31
P000976,R022742,19.83,2025-04-20
P000977,R001533,25.76,2025-04-25
P000978,R022812,29.82,2026-02-01
P000979,R008217,15.79,2025-11-12
P000980,R027793,29.81,2025-08-21
P000981,R015033,9.67,2025-03-24
P000982,R001746,24.26,2024-10-18
P000983,R003195,23.96,2024-07-14
P000984,R018526,8.09,2024-11-12
P000985,R004751,19.12,2026-01-31
P000986,R003090,19.62,2024-11-04
P000987,R002044,21.74,2025-07-23
P000988,R020503,21.2,2025-01-03
P000989,R020609,6.29,2024-10-23
P000990,R009299,11.19,2025-06-18
P000991,R023435,32.89,2026-03-15
P000992,R022061,25.64,2025-10-12
P000993,R023634,9.14,2024-11-23
P000994,R018379,35.5,2026-04-29
P000995,R024996,21.11,2024-08-12
P000996,R026507,11.03,2025-11-08
P000997,R027981,40.28,2024-10-30
P000998,R020940,9.73,2024-06-12
P000999,R001494,8.99,2025-12-24
P001000,R030257,18.97,2025-09-04
P001001,R025810,34.32,2025-03-27
P001002,R029732,12.04,2026-05-17
P001003,R002837,29.19,2025-05-01
P001004,R002956,20.43,2025-10-13
P001005,R026295,14.76,2024-06-15
P001006,R000636,10.03,2025-01-20
P001007,R028663,22.32,2025-05-29
P001008,R012966,44.96,2025-12-27
P001009,R027888,10.07,2025-06-29
P001010,R020380,27.37,2025-06-16
P001011,R027303,18.45,2026-03-07
P001012,R026127,13.83,2024-05-16
P001013,R012290,5.85,2026-02-26
P001014,R005543,36.82,2025-04-29
P001015,R026550,11.62,2026-03-16
P001016,R018180,25.15,2024-03-23
P001017,R010879,33.14,2024-03-03
P001018,R025726,17.74,2025-10-16
P001019,R021015,22.02,2025-06-29
P001020,R011924,9.91,2026-03-17
P001021,R018930,12.8,2025-10-06
P001022,R017726,25.17,2025-08-10
P001023,R020572,23.57,2025-04-22
P001024,R005749,12.04,2025-09-16
P001025,R009933,20.66,2026-05-09
P001026,R016642,10.64,2025-08-11
P001027,R012567,23.79,2026-03-18
P001028,R001733,6.31,2024-08-07
P001029,R019662,14.87,2025-07-24
P001030,R019436,18.62,2024-07-20
P001031,R010534,37.31,2025-07-23
P001032,R012125,28.42,2024-10-10
P001033,R012501,36.85,2025-01-03
P001034,R023829,21.69,2026-04-11
P001035,R019004,11.72,2025-11-02
P001036,R003523,37.37,2026-03-13
P001037,R029065,37.46,2025-03-07
P001038,R008396,27.57,2025-02-05
P001039,R027677,13.49,2025-01-26
P001040,R006676,38.66,2026-05-22
P001041,R005182,43.4,2026-03-12
P001042,R017959,15.17,2026-04-27
P001043,R003522,26.92,2026-03-27
P001044,R019850,4.91,2026-04-10
P001045,R023793,17.57,2025-09-20
P001046,R024001,5.46,2025-09-26
P001047,R025155,6.81,2024-08-26
P001048,R002357,38.48,2025-05-09
P001049,R016026,25.27,2025-05-31
P001050,R021414,7.51,2026-06-10
P001051,R008213,30.39,2024-04-17
P001052,R000213,14.85,2026-03-12
P001053,R027064,25.89,2024-12-02
P001054,R004499,34.22,2025-05-09
P001055,R000656,12.2,2025-09-04
P001056,R012026,21.19,2024-09-22
P001057,R002780,19.72,2024-02-07
P001058,R014993,16.49,2025-12-15
P001059,R016254,17.51,2025-04-26
P001060,R010244,25.46,2025-09-26
P001061,R021436,34.63,2025-09-05
P001062,R015130,25.97,2024-02-19
P001063,R007465,46.0,2025-12-21
P001064,R010284,42.89,2025-10-31
P001065,R020182,11.4,2026-03-02
P001066,R029262,5.27,2025-02-27
P001067,R000131,8.83,2026-06-16
P001068,R000468,31.43,2025-01-03
P001069,R004271,22.77,2025-02-21
P001070,R002197,21.21,2026-05-24
P001071,R026991,11.28,2025-11-12
P001072,R020959,25.11,2025-10-27
P001073,R005284,32.93,2026-05-25
P001074,R018596,10.68,2026-03-05
P001075,R011298,25.99,2024-09-06
P001076,R019404,9.67,2024-10-28
P001077,R005251,27.2,2024-09-12
P001078,R022097,26.55,2026-04-14
P001079,R003875,40.23,2026-02-08
P001080,R004783,29.77,2024-10-18
P001081,R010964,32.84,2025-05-31
P001082,R020143,8.76,2024-11-06
P001083,R029657,34.91,2025-06-11
P001084,R003372,24.78,2025-02-15
P001085,R006429,22.81,2025-04-21
P001086,R008764,30.72,2026-05-21
P001087,R028124,6.33,2026-03-02
P001088,R012023,40.08,2025-12-04
P001089,R005617,17.78,2024-05-18
P001090,R014497,17.09,2024-10-24
P001091,R008857,28.47,2026-03-26
P001092,R024350,16.92,2026-05-03
P001093,R022444,27.11,2026-03-15
P001094,R013777,31.86,2026-05-04
P001095,R026409,16.38,2025-05-14
P001096,R020675,9.07,2024-08-19
P001097,R029017,7.49,2025-12-25
P001098,R007176,25.68,2026-04-12
P001099,R017614,18.8,2025-08-29
P001100,R025759,25.39,2024-09-02
P001101,R000293,8.7,2026-03-11
P001102,R028268,34.17,2025-02-01
P001103,R013764,30.6,2025-12-04
P001104,R020149,34.97,2025-12-15
P001105,R024625,14.09,2024-03-24
P001106,R003749,30.52,2025-06-14
P001107,R027502,39.52,2025-12-05
P001108,R029930,29.53,2025-10-06
P001109,R027065,24.61,2025-01-11
P001110,R003675,42.24,2025-10-11
P001111,R003155,13.6,2025-09-14
P001112,R017786,31.24,2025-04-20
P001113,R017541,27.15,2026-04-27
P001114,R027309,8.59,2025-03-11
P001115,R010735,37.14,2024-09-01
P001116,R021339,13.67,2025-04-09
P001117,R009728,19.48,2026-06-03
P001118,R010803,38.81,2024-12-23
P001119,R023309,24.04,2026-04-14
P001120,R025914,23.2,2025-12-10
P001121,R007645,31.81,2025-10-08
P001122,R011287,25.95,2026-03-27
P001123,R000521,43.03,2025-01-13
P001124,R024651,10.03,2025-05-18
P001125,R012418,20.53,2025-07-07
P001126,R023260,25.01,2024-08-10
P001127,R026024,39.75,2025-03-23
P001128,R004766,14.23,2024-12-08
P001129,R003008,22.24,2024-09-18
P001130,R020819,17.14,2026-03-26
P001131,R029693,38.85,2025-02-28
P001132,R020453,33.75,2025-12-24
P001133,R010646,23.98,2025-07-06
P001134,R007844,38.77,2026-06-14
P001135,R002628,13.5,2025-11-02
P001136,R014040,41.29,2025-08-15
P001137,R007523,13.21,2025-10-21
P001138,R003829,23.72,2025-08-21
P001139,R002051,32.04,2025-03-08
P001140,R012825,9.08,2025-05-30
P001141,R003188,30.85,2025-07-08
P001142,R028401,5.48,2026-02-11
P001143,R025169,12.31,2026-02-02
P001144,R005219,12.26,2025-10-19
P001145,R022194,20.24,2024-09-06
P001146,R015079,26.26,2025-12-21
P001147,R011806,8.56,2024-08-06
P001148,R021581,17.24,2025-02-26
P001149,R007359,34.59,2026-03-27
P001150,R020684,24.08,2025-01-26
P001151,R026006,31.62,2025-08-31
P001152,R016248,24.26,2026-01-24
P001153,R013550,26.2,2025-10-17
P001154,R023464,12.73,2024-05-30
P001155,R007770,35.53,2024-08-21
P001156,R013810,23.18,2024-07-01
P001157,R008727,10.32,2025-02-11
P001158,R018398,14.88,2024-12-05
P001159,R021099,19.69,2026-04-07
P001160,R009782,40.28,2024-10-06
P001161,R028660,15.33,2025-06-13
P001162,R010301,24.0,2025-06-11
P001163,R007738,26.52,2025-08-18
P001164,R018495,33.95,2024-05-31
P001165,R028696,37.98,2025-01-13
P001166,R018283,34.92,2025-10-24
P001167,R003433,27.83,2025-08-21
P001168,R015793,5.13,2025-06-27
P001169,R002207,32.64,2026-05-25
P001170,R006197,29.18,2025-07-17
P001171,R014246,16.15,2025-07-14
P001172,R008846,15.37,2025-11-05
P001173,R013204,8.8,2025-08-17
P001174,R014532,17.63,2024-08-17
P001175,R018816,21.6,2025-09-18
P001176,R022166,35.2,2025-12-24
P001177,R010103,30.23,2024-11-18
P001178,R028540,13.97,2026-06-11
P001179,R020804,24.0,2025-04-06
P001180,R019354,26.87,2025-01-10
P001181,R013294,21.28,2026-02-16
P001182,R002688,12.8,2024-08-12
P001183,R017074,11.17,2025-06-19
P001184,R000501,21.66,2026-01-29
P001185,R022966,20.26,2024-12-04
P001186,R005965,21.45,2024-08-12
P001187,R009445,25.63,2025-12-07
P001188,R005217,43.47,2025-06-01
P001189,R010444,24.53,2026-04-10
P001190,R010228,14.5,2025-07-22
P001191,R013714,17.72,2024-07-18
P001192,R010308,25.72,2026-03-29
P001193,R028339,19.8,2025-10-04
P001194,R013746,16.33,2024-11-12
P001195,R010628,40.87,2025-02-12
P001196,R004973,26.68,2025-07-01
P001197,R003874,24.13,2026-04-10
P001198,R010032,14.62,2025-12-04
P001199,R000623,31.96,2024-09-08
P001200,R019806,24.03,2025-05-16
P001201,R019203,22.85,2024-10-27
P001202,R027361,32.71,2025-10-11
P001203,R014989,24.55,2025-05-17
P001204,R020903,33.72,2026-05-28
P001205,R020308,17.65,2026-03-04
P001206,R027596,32.39,2024-07-15
P001207,R022493,28.16,2026-01-14
P001208,R013944,21.69,2024-09-19
P001209,R028842,30.55,2024-10-25
P001210,R026414,29.48,2025-07-06
P001211,R028596,29.47,2025-11-06
P001212,R011102,21.13,2024-10-03
P001213,R028362,35.71,2024-10-06
P001214,R009407,13.38,2024-12-27
P001215,R003186,23.26,2025-10-06
P001216,R011625,25.56,2026-06-13
P001217,R009391,12.4,2025-10-24
P001218,R019794,5.56,2025-03-16
P001219,R013585,22.22,2024-08-24
P001220,R007769,7.8,2026-03-09
P001221,R007405,14.88,2024-09-19
P001222,R015399,19.98,2024-08-15
P001223,R002893,35.43,2025-07-29
P001224,R022367,27.78,2024-11-09
P001225,R025014,31.85,2025-06-14
P001226,R014558,6.45,2025-11-01
P001227,R027796,15.46,2024-08-27
P001228,R018359,20.65,2024-11-21
P001229,R024726,20.58,2025-08-30
P001230,R024806,25.11,2025-09-17
P001231,R007631,15.39,2026-06-04
P001232,R003241,34.13,2025-03-29
P001233,R008773,7.43,2026-01-19
P001234,R029200,39.35,2024-11-11
P001235,R006562,18.68,2024-06-11
P001236,R004304,5.75,2025-10-29
P001237,R028681,41.34,2026-04-29
P001238,R006151,8.67,2025-08-02
P001239,R020192,35.1,2024-07-23
P001240,R008308,38.1,2025-12-29
P001241,R012563,24.35,2026-02-08
P001242,R027638,22.19,2026-01-17
P001243,R009537,37.9,2025-11-12
P001244,R006940,19.2,2025-07-03
P001245,R026100,33.21,2025-08-13
P001246,R000229,8.97,2024-08-26
P001247,R010891,18.1,2026-01-16
P001248,R007443,5.13,2026-02-16
P001249,R016217,26.09,2024-11-29
P001250,R027005,20.14,2026-06-30
P001251,R024952,27.48,2026-03-15
P001252,R010669,21.98,2026-05-09
P001253,R005861,17.46,2024-12-09
P001254,R029093,27.74,2026-03-19
P001255,R011404,22.8,2025-06-21
P001256,R028096,15.52,2024-11-20
P001257,R011914,36.9,2025-08-01
P001258,R003102,35.85,2025-01-18
P001259,R024416,13.31,2025-12-01
P001260,R003933,23.57,2026-01-26
P001261,R005042,42.89,2024-07-14
P001262,R013261,21.12,2025-12-05
P001263,R013091,37.42,2025-09-02
P001264,R009951,35.32,2024-03-08
P001265,R006902,32.5,2026-04-07
P001266,R005323,11.12,2026-01-13
P001267,R018186,7.02,2025-12-17
P001268,R012952,19.33,2024-05-26
P001269,R001794,11.06,2025-02-24
P001270,R022214,22.69,2024-05-16
P001271,R001114,33.98,2025-04-14
P001272,R019703,31.77,2024-08-29
P001273,R008361,30.73,2025-09-11
P001274,R027302,29.99,2024-10-12
P001275,R018518,9.02,2024-09-19
P001276,R014838,9.91,2025-07-30
P001277,R017765,30.43,2025-11-24
P001278,R026062,35.89,2025-03-18
P001279,R029333,9.09,2026-01-31
P001280,R002268,13.45,2025-05-28
P001281,R002267,18.37,2025-11-10
P001282,R024640,39.45,2025-09-01
P001283,R025594,10.02,2026-03-13
P001284,R010469,8.58,2025-06-16
P001285,R005010,32.96,2025-01-03
P001286,R017408,22.29,2025-07-21
P001287,R003535,18.59,2025-07-03
P001288,R026513,33.64,2025-06-17
P001289,R007785,9.39,2024-10-15
P001290,R020044,21.16,2025-09-10
P001291,R009977,15.93,2024-10-17
P001292,R026193,43.79,2025-05-08
P001293,R008158,8.15,2025-12-07
P001294,R001378,30.75,2025-10-04
P001295,R010226,29.42,2024-05-04
P001296,R024090,33.69,2024-07-27
P001297,R003895,32.5,2025-12-28
P001298,R019452,11.14,2026-06-26
P001299,R028255,32.57,2024-10-18
P001300,R027212,12.9,2024-10-20
P001301,R006507,24.91,2024-04-22
P001302,R006479,30.73,2024-09-07
P001303,R028421,43.37,2024-08-18
P001304,R010931,41.35,2025-10-19
P001305,R022217,23.3,2025-12-12
P001306,R015719,16.36,2025-04-28
P001307,R016082,27.57,2025-12-07
P001308,R011382,14.36,2025-11-20
P001309,R020278,6.51,2025-05-21
P001310,R006345,13.22,2025-09-19
P001311,R020908,11.56,2025-10-05
P001312,R006842,17.94,2025-05-13
P001313,R006117,42.63,2025-02-02
P001314,R007856,30.96,2024-11-11
P001315,R001357,18.71,2026-06-13
P001316,R018893,41.99,2024-10-20
P001317,R026773,17.32,2024-07-24
P001318,R016571,14.02,2024-07-28
P001319,R003567,29.32,2024-11-10
P001320,R008829,24.73,2025-11-13
P001321,R020367,10.46,2025-09-15
P001322,R018076,8.63,2025-03-04
P001323,R009031,27.0,2026-06-14
P001324,R016228,32.38,2025-02-21
P001325,R029458,23.55,2024-08-26
P001326,R001967,5.24,2024-03-27
P001327,R014278,24.2,2025-09-05
P001328,R002660,9.56,2024-09-19
P001329,R012546,27.14,2025-04-06
P001330,R012380,25.3,2024-04-10
P001331,R021903,41.17,2024-06-22
P001332,R017199,9.85,2026-04-07
